gname,iyear,country,attacktype1,weaptype1,targtype1
Armed Proletarian Nuclei (NAP),1976,98,2,5,1
Kurdish Democratic Party-Iraq (KDP),1976,95,6,13,2
Revolutionary Cells,1976,362,7,8,4
Basque Fatherland and Freedom (ETA),1976,185,6,13,1
First of October Antifascist Resistance Group (GRAPO),1976,185,2,5,1
Ulster Volunteer Force (UVF),1976,603,1,9,14
Irish National Liberation Army (INLA),1976,603,3,6,3
Tribal Battlefront,1977,101,3,6,8
Tribal Battlefront,1977,101,3,6,1
Tribal Battlefront,1977,101,3,6,8
Basque Rectitudes,1977,69,3,6,10
Basque Rectitudes,1977,69,3,6,1
Basque Fatherland and Freedom (ETA),1977,185,1,5,4
Red Brigades,1977,98,6,13,1
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,10
Red Brigades,1977,98,7,8,16
Armed Proletarian Power,1977,98,2,8,4
Armed Proletarian Power,1977,98,2,8,4
Armed Proletarian Power,1977,98,2,8,4
Armed Proletarian Power,1977,98,2,8,4
Armed Proletarian Power,1977,98,2,8,4
Irish Republican Army (IRA),1977,603,1,5,4
Irish Republican Army (IRA),1977,603,3,6,14
Irish Republican Army (IRA),1977,603,2,5,4
Basque Fatherland and Freedom (ETA),1977,185,6,13,1
Revolutionary Cells,1977,362,3,6,4
First of October Antifascist Resistance Group (GRAPO),1977,78,7,8,1
Canary Islands Independence Movement,1977,185,3,6,6
Basque Fatherland and Freedom (ETA),1977,185,6,13,1
Basque Fatherland and Freedom (ETA),1977,185,6,13,14
Baader-Meinhof Group,1977,362,3,6,19
Revolutionary Cells,1977,362,3,6,19
Irish Republican Army (IRA),1977,603,3,6,4
Irish Republican Army (IRA),1977,603,2,5,4
Irish Republican Army (IRA),1977,603,3,6,3
Front for the Liberation of the Enclave of Cabinda (FLEC),1977,605,6,13,19
Anti-Government Group,1977,362,3,6,19
23rd of September Communist League,1977,130,2,5,3
Front for the Liberation of the Enclave of Cabinda (FLEC),1977,605,6,13,1
Independent Armed Revolutionary Commandos (CRIA),1977,217,1,8,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,1,6,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,1,6,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,3
23rd of September Communist League,1977,130,1,5,1
Front for the Liberation of the Enclave of Cabinda (FLEC),1977,8,2,5,21
Turkish People's Liberation Front (TPLF)(THKP-C),1977,209,2,5,1
Irish Republican Army (IRA),1977,603,7,8,14
Ulster Freedom Fighters (UFF),1977,603,1,5,14
New World Liberation Front (NWLF),1977,217,3,6,21
New World Liberation Front (NWLF),1977,217,3,6,21
Protestant extremists,1977,603,1,5,14
Irish National Liberation Army (INLA),1977,603,1,5,4
Argentine Anticommunist Alliance (AAA),1977,185,2,5,1
First of October Antifascist Resistance Group (GRAPO),1977,185,6,13,2
Croatian Nationalists,1977,362,3,6,19
Montoneros (Argentina),1977,11,1,5,1
New World Liberation Front (NWLF),1977,217,1,5,2
People's Revolutionary Army (ERP) (El Salvador),1977,61,6,13,1
New World Liberation Front (NWLF),1977,217,3,6,21
Revolutionary Armed Forces of Colombia (FARC),1977,45,2,5,7
Irish Republican Army (IRA),1977,603,1,5,3
First of October Antifascist Resistance Group (GRAPO),1977,185,2,5,20
Basque Fatherland and Freedom (ETA),1977,185,3,6,1
First of October Antifascist Resistance Group (GRAPO),1977,185,3,5,3
First of October Antifascist Resistance Group (GRAPO),1977,185,2,5,3
First of October Antifascist Resistance Group (GRAPO),1977,185,2,5,3
Revolutionary Workers Party,1977,45,3,6,6
Revolutionary Workers Party,1977,45,3,6,1
Ulster Volunteer Force (UVF),1977,603,9,13,17
Red Flag (Venezuela),1977,222,6,13,1
Irish Republican Army (IRA),1977,603,3,6,2
Revolutionary Armed Forces of Colombia (FARC),1977,45,3,6,1
Irish Republican Army (IRA),1977,603,1,5,1
Ulster Volunteer Force (UVF),1977,603,2,9,14
New World Liberation Front (NWLF),1977,217,3,6,14
New World Liberation Front (NWLF),1977,217,3,6,2
Breton Liberation Front (FLB),1977,69,3,6,2
Irish Republican Army (IRA),1977,603,2,5,3
Guerrilla Army of the Poor (EGP),1977,83,6,13,1
Armed Struggle for Communism,1977,98,3,6,4
First of October Antifascist Resistance Group (GRAPO),1977,185,1,5,3
New Order- France,1977,69,7,8,10
Irish Republican Army (IRA),1977,603,1,5,3
Armed Proletarian Nuclei (NAP),1977,98,2,5,3
Red Brigades,1977,98,2,5,2
Revolutionary Armed Forces of Colombia (FARC),1977,45,6,13,2
Canary Islands Independence Movement,1977,185,2,5,3
Revolutionary Cells,1977,362,2,8,14
Turkish People's Liberation Army,1977,209,3,6,7
Montoneros (Argentina),1977,11,1,6,2
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Ulster Freedom Fighters (UFF),1977,603,1,5,14
Anti-Abortion extremists,1977,217,7,8,5
Armed Proletarian Nuclei (NAP),1977,98,9,13,14
Irish Republican Army (IRA),1977,603,1,5,4
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,1
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,1
Red Brigades,1977,98,2,8,14
Red Brigades,1977,98,2,8,14
Irish Republican Army (IRA),1977,603,2,5,3
African National Congress (South Africa),1977,183,3,6,3
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,1
Ulster Volunteer Force (UVF),1977,603,1,5,3
Irish Republican Army (IRA),1977,603,1,5,2
Ulster Volunteer Force (UVF),1977,603,3,6,17
Irish Republican Army (IRA),1977,603,2,5,14
Irish Republican Army (IRA),1977,603,2,5,1
Irish Republican Army (IRA),1977,603,2,5,4
Irish Republican Army (IRA),1977,603,2,5,2
Protestant extremists,1977,603,2,5,14
Irish Republican Army (IRA),1977,603,1,5,4
Irish Republican Army (IRA),1977,603,3,6,14
National Liberation Army of Colombia (ELN),1977,45,6,13,1
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,2
United Freedom Front (UFF),1977,217,3,6,1
Irish Republican Army (IRA),1977,603,2,5,3
Irish Republican Army (IRA),1977,603,1,5,1
Irish Republican Army (IRA),1977,603,1,5,4
Front For the Liberation of the Azores,1977,162,7,8,2
Irish Republican Army (IRA),1977,603,2,5,4
Ulster Freedom Fighters (UFF),1977,603,2,5,14
Irish National Liberation Army (INLA),1977,603,1,13,2
Breton Liberation Front (FLB),1977,69,3,6,21
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,2
Turkish People's Liberation Front (TPLF)(THKP-C),1977,209,2,5,2
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
New World Liberation Front (NWLF),1977,217,3,6,14
Revolutionary Cells,1977,362,3,6,14
Ulster Volunteer Force (UVF),1977,603,3,6,14
Montoneros (Argentina),1977,11,3,6,1
Canary Islands Independence Movement,1977,185,3,6,1
Montoneros (Argentina),1977,11,3,6,7
Irish Republican Army (IRA),1977,603,1,5,14
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,3
Revolutionary Cells,1977,362,7,8,6
Communist Fighting Unit,1977,98,2,5,2
New World Liberation Front (NWLF),1977,217,3,6,21
Revolutionary Armed Forces of Colombia (FARC),1977,45,6,13,1
Marxist-Leninist Armed Propaganda Unit,1977,209,3,6,14
Marxist-Leninist Armed Propaganda Unit,1977,209,3,6,1
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,1
Revolutionary Action,1977,98,2,5,14
Ulster Volunteer Force (UVF),1977,603,1,5,14
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,1
National Liberation Army of Colombia (ELN),1977,45,3,6,1
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,2
Independent Armed Revolutionary Commandos (CRIA),1977,217,7,8,2
Polisario Front,1977,128,6,13,1
Palestinians,1977,97,3,6,19
Republican Action Force,1977,603,2,5,14
Irish Republican Army (IRA),1977,603,3,6,4
Montoneros (Argentina),1977,11,3,6,4
Irish Republican Army (IRA),1977,603,1,5,4
Baader-Meinhof Group,1977,362,1,5,2
Armed Proletarian Nuclei (NAP),1977,98,3,6,2
Irish Republican Army (IRA),1977,603,2,5,3
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,7,8,1
New World Liberation Front (NWLF),1977,217,3,6,2
Irish Republican Army (IRA),1977,603,1,5,14
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,7,8,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,7,8,1
Ulster Volunteer Force (UVF),1977,603,3,6,14
Irish Republican Army (IRA),1977,603,1,5,14
Montoneros (Argentina),1977,11,1,5,1
New World Liberation Front (NWLF),1977,217,2,8,1
Revolutionary Patriotic Anti-Fascist Front (FRAP),1977,185,2,8,3
New World Liberation Front (NWLF),1977,217,3,6,21
Popular Liberation Army (EPL),1977,45,1,5,1
Irish Republican Army (IRA),1977,603,1,5,4
Mujahedin-e Khalq (MEK),1977,94,2,5,1
New World Liberation Front (NWLF),1977,217,3,6,21
Armed Proletarian Nuclei (NAP),1977,98,2,5,1
People's Liberation Forces (FPL),1977,61,6,13,2
Ulster Volunteer Force (UVF),1977,603,2,5,14
Red Cell,1977,362,7,13,2
Ulster Volunteer Force (UVF),1977,603,3,6,14
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,6
Republican Action Force,1977,603,2,5,14
Red Brigades,1977,98,2,5,1
Ulster Volunteer Force (UVF),1977,603,2,5,14
Eritrean Liberation Front,1977,65,4,5,6
New World Liberation Front (NWLF),1977,217,3,6,14
Red Brigades,1977,98,1,5,8
Basque Fatherland and Freedom (ETA),1977,185,1,5,3
Basque Fatherland and Freedom (ETA),1977,185,2,5,1
Irish Republican Army (IRA),1977,603,1,5,4
Revolutionary Action,1977,98,3,6,1
Polisario Front,1977,128,6,13,18
Polisario Front,1977,128,2,5,1
Anti-Abortion extremists,1977,217,7,8,5
Revolutionary Patriotic Anti-Fascist Front (FRAP),1977,185,2,5,3
Revolutionary Patriotic Anti-Fascist Front (FRAP),1977,185,3,8,4
Armenian Secret Army for the Liberation of Armenia,1977,110,3,6,4
Irish Republican Army (IRA),1977,603,2,5,14
Red Brigades,1977,98,2,5,10
Irish Republican Army (IRA),1977,603,1,5,14
Protestant extremists,1977,603,2,5,14
Ulster Freedom Fighters (UFF),1977,603,2,5,14
Ulster Volunteer Force (UVF),1977,603,3,6,4
Ulster Freedom Fighters (UFF),1977,603,3,8,17
Revolutionary Cells,1977,362,2,8,2
Revolutionary Cells,1977,362,2,8,2
George Jackson Brigade,1977,217,3,6,1
George Jackson Brigade,1977,217,3,6,1
Basque Fatherland and Freedom (ETA),1977,185,2,5,3
Irish Republican Army (IRA),1977,603,1,5,2
Irish Republican Army (IRA),1977,603,1,5,4
Justice Commandos for the Armenian Genocide,1977,69,3,6,18
Front For the Liberation of the Azores,1977,162,3,6,2
Front For the Liberation of the Azores,1977,162,3,6,3
Front For the Liberation of the Azores,1977,162,2,5,3
New World Liberation Front (NWLF),1977,217,3,6,2
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,7
Front For the Liberation of the Azores,1977,162,2,5,10
Basque Fatherland and Freedom (ETA),1977,185,1,5,3
Turkish People's Liberation Army,1977,209,3,6,7
Basque Fatherland and Freedom (ETA),1977,185,6,13,1
Irish Republican Army (IRA),1977,603,1,5,3
Irish Republican Army (IRA),1977,603,2,5,3
George Jackson Brigade,1977,217,7,13,1
International Revolutionary Action Group (GARI),1977,69,3,6,1
South Moluccans,1977,142,2,5,20
South Moluccans,1977,142,2,5,8
23rd of September Communist League,1977,130,6,13,1
Luis Boitel Commandos,1977,217,3,6,1
Turkish People's Liberation Front (TPLF)(THKP-C),1977,209,2,5,1
May 19 Communist Order,1977,217,5,5,1
Luis Boitel Commandos,1977,217,3,6,6
Guerrilla Army of the Poor (EGP),1977,83,6,13,7
Turkish People's Liberation Army,1977,209,2,5,3
Irish Republican Army (IRA),1977,603,1,5,14
Revolutionary Action,1977,98,7,8,14
Popular Front for the Liberation of Palestine (PFLP),1977,110,1,6,7
Red Brigades,1977,98,1,5,1
Prima Linea,1977,98,7,8,2
Red Brigades,1977,98,2,5,10
Red Brigades,1977,98,3,6,10
Red Brigades,1977,98,3,6,10
Red Brigades,1977,98,3,6,10
Red Brigades,1977,98,2,5,10
Irish Republican Army (IRA),1977,603,2,5,3
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Basque Fatherland and Freedom (ETA),1977,185,3,6,3
First of October Antifascist Resistance Group (GRAPO),1977,185,1,5,3
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
First of October Antifascist Resistance Group (GRAPO),1977,185,2,5,4
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,2
Basque Fatherland and Freedom (ETA),1977,185,3,6,2
Basque Fatherland and Freedom (ETA),1977,185,3,6,3
Basque Fatherland and Freedom (ETA),1977,185,3,6,1
Basque Fatherland and Freedom (ETA),1977,185,3,6,16
Basque Fatherland and Freedom (ETA),1977,185,3,6,3
Basque Fatherland and Freedom (ETA),1977,185,2,8,1
Basque Fatherland and Freedom (ETA),1977,185,2,8,14
Jewish Armed Resistance,1977,217,7,8,1
Baader-Meinhof Group,1977,98,7,8,1
Red Brigades,1977,98,3,6,1
Irish Republican Army (IRA),1977,603,1,5,4
Justice Commandos for the Armenian Genocide,1977,98,1,5,7
Armed Struggle for Communism,1977,98,7,8,10
Red Brigades,1977,98,7,8,10
Red Brigades,1977,98,2,5,1
Communist Fighting Unit,1977,98,7,5,8
Anti-Terrorism ETA (ATE),1977,185,3,6,10
Breton Liberation Front (FLB),1977,69,3,6,16
Red Brigades,1977,98,2,5,3
Canary Islands Independence Movement,1977,185,3,6,1
23rd of September Communist League,1977,130,6,13,1
Red Brigades,1977,98,3,6,19
Basque Fatherland and Freedom (ETA),1977,185,3,6,19
Basque Fatherland and Freedom (ETA),1977,185,3,6,19
Basque Fatherland and Freedom (ETA),1977,185,3,6,1
Basque Fatherland and Freedom (ETA),1977,185,3,6,1
Basque Fatherland and Freedom (ETA),1977,185,3,6,21
Canary Islands Independence Movement,1977,185,2,8,1
Canary Islands Independence Movement,1977,185,2,8,1
Canary Islands Independence Movement,1977,185,2,8,1
Croatian Nationalists,1977,217,2,5,7
Omega-7,1977,217,3,6,7
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,21
South Moluccans,1977,209,3,6,7
Prima Linea,1977,98,7,8,1
Croatian Nationalists,1977,235,3,6,19
Prima Linea,1977,98,2,5,1
Prima Linea,1977,98,2,5,1
Prima Linea,1977,98,2,5,1
George Jackson Brigade,1977,217,5,13,1
Red Brigades,1977,98,2,5,8
Prima Linea,1977,98,1,6,2
Prima Linea,1977,98,2,5,1
Irish Republican Army (IRA),1977,603,1,5,14
Pattani United Liberation Organization (PULO),1977,205,3,6,6
Prima Linea,1977,98,2,5,14
People's Liberation Forces (FPL),1977,61,2,5,10
Basque Fatherland and Freedom (ETA),1977,185,1,5,3
Croatian Nationalists,1977,217,1,6,14
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,10
Red Guerrilla,1977,185,2,8,14
Red Guerrilla,1977,185,2,8,14
Red Guerrilla,1977,185,2,8,14
Red Guerrilla,1977,185,2,8,14
Red Guerrilla,1977,185,2,8,14
Red Guerrilla,1977,185,2,8,14
Revolutionary Cells,1977,362,7,8,1
Red Brigades,1977,98,2,5,1
Armed Communist Nucleus,1977,98,3,6,3
Armed Communist Nucleus,1977,98,3,6,1
Irish Republican Army (IRA),1977,603,2,5,4
Prima Linea,1977,98,3,6,19
Red Brigades,1977,98,3,6,3
Red Brigades,1977,98,2,5,1
Red Brigades,1977,98,2,5,1
Prima Linea,1977,98,3,6,1
Basque Rectitudes,1977,69,7,8,10
Basque Rectitudes,1977,69,7,8,2
Popular Liberation Army (EPL),1977,45,1,5,4
Communist Fighting Unit,1977,98,3,6,1
Prima Linea,1977,98,7,8,1
Red Brigades,1977,98,7,8,1
Red Brigades,1977,98,7,8,1
Armed Proletarian Nuclei (NAP),1977,98,7,8,1
George Jackson Brigade,1977,217,3,6,1
Armed Proletarian Nuclei (NAP),1977,98,6,13,1
Armed Communist Nucleus,1977,98,7,8,14
Canary Islands Independence Movement,1977,185,3,6,1
Armed Communist Nucleus,1977,98,7,8,14
Irish Republican Army (IRA),1977,603,2,5,3
Polisario Front,1977,69,1,5,7
Communist Fighting Unit,1977,98,7,8,3
Breton Liberation Front (FLB),1977,69,3,6,1
Breton Liberation Front (FLB),1977,69,3,6,1
First of October Antifascist Resistance Group (GRAPO),1977,185,3,6,7
Armed Proletarian Nuclei (NAP),1977,98,2,5,2
Red Brigades,1977,98,2,5,2
Red Brigades,1977,98,1,8,2
Red Brigades,1977,98,1,8,2
Prima Linea,1977,98,7,8,14
Prima Linea,1977,98,7,8,3
Prima Linea,1977,98,7,8,3
Red Brigades,1977,98,2,5,2
Montoneros (Argentina),1977,11,3,6,14
Prima Linea,1977,98,7,8,3
23rd of September Communist League,1977,130,2,5,2
New World Liberation Front (NWLF),1977,217,3,6,1
Ulster Freedom Fighters (UFF),1977,603,1,5,17
African National Congress (South Africa),1977,183,9,13,19
Sandinista National Liberation Front (FSLN),1977,145,2,5,10
First of October Antifascist Resistance Group (GRAPO),1977,185,6,13,10
First of October Antifascist Resistance Group (GRAPO),1977,185,3,5,10
Proletarian Patrols,1977,98,2,8,14
Proletarian Patrols,1977,98,7,8,3
Prima Linea,1977,98,2,5,1
Pedro Leon Arboleda (PLA),1977,45,3,6,1
Pedro Leon Arboleda (PLA),1977,45,3,6,1
Pedro Leon Arboleda (PLA),1977,45,3,6,1
Pedro Leon Arboleda (PLA),1977,45,3,6,1
Pedro Leon Arboleda (PLA),1977,45,3,6,1
Prima Linea,1977,98,3,6,1
Irish Republican Army (IRA),1977,603,1,5,3
Coordination of the United Revolutionary Organization (CORU),1977,159,3,5,11
African National Congress (South Africa),1977,183,9,13,3
African National Congress (South Africa),1977,183,9,13,3
New World Liberation Front (NWLF),1977,217,3,6,1
Irish Republican Army (IRA),1977,603,1,5,4
Irish Republican Army (IRA),1977,603,1,5,14
Official Irish Republican Army (OIRA),1977,603,1,5,14
Official Irish Republican Army (OIRA),1977,603,2,5,17
Official Irish Republican Army (OIRA),1977,603,2,5,14
Prima Linea,1977,98,3,6,19
Communist Fighting Unit,1977,98,3,6,6
White extremists,1977,217,3,6,15
Baader-Meinhof Group,1977,362,6,13,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,2
Armed Proletarian Groups for Communism,1977,98,3,6,10
Irish Republican Army (IRA),1977,603,3,6,10
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Irish Republican Army (IRA),1977,603,7,8,1
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,10
Fuerzas Armadas de Liberacion Nacional (FALN),1977,217,3,6,1
Armed Struggle for Communism,1977,98,3,6,16
Irish Republican Army (IRA),1977,603,2,5,4
Corsican National Liberation Front (FLNC),1977,69,3,6,16
Irish Republican Army (IRA),1977,603,2,5,4
Students,1977,69,4,13,6
Jewish Armed Resistance,1977,217,2,8,14
Luis Boitel Commandos,1977,217,3,6,6
New World Liberation Front (NWLF),1977,217,3,6,1
New World Liberation Front (NWLF),1977,217,3,6,1
Anti-Abortion extremists,1977,217,7,8,5
New People's Army (NPA),1977,160,2,5,3
New World Liberation Front (NWLF),1977,217,7,8,1
Basque Fatherland and Freedom (ETA),1977,185,3,6,3
New World Liberation Front (NWLF),1977,217,3,6,14
Baader-Meinhof Group,1977,362,1,6,2
Baader-Meinhof Group,1977,362,5,6,2
New People's Army (NPA),1977,160,2,5,4
Jewish Defense League (JDL),1977,217,2,8,14
Irish Republican Army (IRA),1977,603,2,5,4
New World Liberation Front (NWLF),1977,217,3,6,21
